"first_names","math_grades","spanish_grades","grade_diff","better_at_math"
"Student 57",57.432059873255,75.4170889524661,-17.9850290792112,FALSE
"Student 58",92.9784869313137,92.4108562585605,0.567630672753126,TRUE
"Student 59",100,74.6064131539773,25.3935868460227,TRUE
"Student 60",78.8112497963436,89.0816258223286,-10.2703760259851,FALSE
"Student 61",100,83.5319846046421,16.4680153953579,TRUE
"Student 62",80.922039114355,86.8893625234269,-5.96732340907181,FALSE
"Student 63",83.8710776488961,78.5721242271059,5.29895342179013,TRUE
"Student 64",82.2025235574171,88.3784346134722,-6.17591105605504,FALSE
"Student 65",72.8556187751901,81.0598088861217,-8.20419011093168,FALSE
"Student 66",95.2358508022428,89.9988552594046,5.23699554283823,TRUE
"Student 67",85.3918965333922,100,-14.6081034666078,FALSE
"Student 68",76.9975153361558,82.4914334238682,-5.49391808771242,FALSE
"Student 69",85.6587808652068,91.7865327432692,-6.12775187806244,FALSE
"Student 70",98.6032433150984,88.3803696372417,10.2228736778568,TRUE
"Student 71",92.8661190444364,95.2221648997351,-2.35604585529876,FALSE
"Student 72",89.9136188707273,100,-10.0863811292727,FALSE
"Student 73",94.4518730755476,77.1419886910021,17.3098843845455,TRUE
"Student 74",78.6829895322955,89.2080543824061,-10.5250648501106,FALSE
"Student 75",83.6129183499706,100,-16.3870816500294,FALSE
"Student 76",73.0590761251566,93.5307888547509,-20.4717127295942,FALSE
"Student 77",86.5413528756142,93.5492115289166,-7.00785865330239,FALSE
"Student 78",83.6055497451655,100,-16.3944502548345,FALSE
"Student 79",92.0629949671322,99.4454538031067,-7.38245883597445,FALSE
"Student 80",87.8645686131865,83.637417353978,4.22715125920855,TRUE
"Student 81",77.7586760325234,90.1393051123428,-12.3806290798194,FALSE
"Student 82",87.0228009044057,100,-12.9771990955943,FALSE
"Student 83",88.5839608869716,97.9004038954872,-9.31644300851565,FALSE
"Student 84",81.2147821327449,85.128282688097,-3.9135005553521,FALSE
"Student 85",82.68125575241,87.4458947385884,-4.76463898617838,FALSE
"Student 86",91.2973224606946,87.1851415306689,4.1121809300257,TRUE
"Student 87",93.0515440058515,76.862497590632,16.1890464152195,TRUE
"Student 88",94.5280403178201,66.1920931040329,28.3359472137872,TRUE
"Student 89",76.6084734833602,90.7464727097162,-14.137999226356,FALSE
"Student 90",86.5514343643503,100,-13.4485656356497,FALSE
"Student 91",82.8721853025804,88.1281281861612,-5.25594288358079,FALSE
"Student 92",73.998509194849,100,-26.001490805151,FALSE
"Student 93",67.5827083759467,100,-32.4172916240533,FALSE
"Student 94",69.0995609551517,71.2839311691333,-2.18437021398157,FALSE
"Student 95",71.6638267687984,74.9498867293203,-3.2860599605219,FALSE
"Student 96",96.2246681047342,100,-3.77533189526575,FALSE
"Student 97",91.0579062825159,86.9923871707286,4.06551911178737,TRUE
"Student 98",86.296915658207,83.9984849375573,2.2984307206497,TRUE
"Student 99",82.7620577075933,92.6735640084162,-9.91150630082284,FALSE
"Student 100",97.199448044056,77.1429432831752,20.0565047608809,TRUE
"Student 101",91.2325780077746,91.3597547828627,-0.127176775088074,FALSE
"Student 102",90.7441955185642,81.3478767020041,9.39631881656018,TRUE
"Student 103",79.3960501505019,85.9468223133887,-6.5507721628868,FALSE
"Student 104",82.9904179507328,98.7846072700027,-15.7941893192698,FALSE
"Student 105",81.5428951815549,83.0664438329618,-1.52354865140688,FALSE
"Student 106",95.705897832252,60.1021195625918,35.6037782696602,TRUE
"Student 107",61.8765850616223,96.5637458936375,-34.6871608320152,FALSE
"Student 108",89.4989687151969,60.7855673008028,28.7134014143942,TRUE
"Student 109",100,86.1029730038757,13.8970269961243,TRUE
"Student 110",69.8138103554866,95.1043381670061,-25.2905278115195,FALSE
"Student 111",79.3660559370596,69.8218902007948,9.54416573626486,TRUE
"Student 112",85.2159180815272,88.2930046770368,-3.07708659550961,FALSE
"Student 113",85.2228917669414,100,-14.7771082330586,FALSE
"Student 114",77.5641347893833,80.056899860395,-2.49276507101169,FALSE
"Student 115",84.8734524301476,99.3224187201225,-14.4489662899749,FALSE
"Student 116",78.3516209305928,87.9939432835167,-9.64232235292391,FALSE
"Student 117",88.500916314215,96.4084907017573,-7.90757438754231,FALSE
"Student 118",100,87.7327377754141,12.2672622245859,TRUE
"Student 119",85.9707321819519,100,-14.0292678180481,FALSE
"Student 120",87.2342157809887,83.4193080388879,3.81490774210077,TRUE
"Student 121",79.7571260144657,69.4701978469319,10.2869281675337,TRUE
"Student 122",89.569175839173,100,-10.430824160827,FALSE
"Student 123",100,80.7233536800437,19.2766463199563,TRUE
"Student 124",94.74467660456,71.8352904539537,22.9093861506063,TRUE
"Student 125",81.8399199263955,93.3478403052581,-11.5079203788626,FALSE
"Student 126",85.2010231304967,93.787874748753,-8.58685161825632,FALSE
"Student 127",88.715162026091,92.8747911482239,-4.15962912213288,FALSE
"Student 128",87.4909126200927,97.9545954765231,-10.4636828564304,FALSE
"Student 129",78.3523234282444,82.7567530370457,-4.40442960880129,FALSE
"Student 130",86.7782795694687,67.6673113730084,19.1109681964603,TRUE
"Student 131",100,84.2987129642952,15.7012870357048,TRUE
"Student 132",74.2392759913402,96.8141702999394,-22.5748943085992,FALSE
"Student 133",95.8120068352133,88.9646210974215,6.84738573779178,TRUE
"Student 134",84.7964600230864,82.1838844578124,2.61257556527406,TRUE
"Student 135",82.4129680963908,96.3991115058752,-13.9861434094844,FALSE
"Student 136",72.9614348630678,65.8481669637286,7.11326789933914,TRUE
"Student 137",94.9485960965842,64.5033959360382,30.445200160546,TRUE
"Student 138",78.6636071754899,69.699129438228,8.96447773726193,TRUE
"Student 139",95.4595182627285,63.3011325744552,32.1583856882734,TRUE
"Student 140",75.4024228235786,78.3475895642399,-2.94516674066124,FALSE
"Student 141",93.221667780862,89.378045457048,3.84362232381399,TRUE
"Student 142",86.0189645543469,100,-13.9810354456531,FALSE
"Student 143",77.2367916393107,89.8320103866662,-12.5952187473556,FALSE
"Student 144",94.4367909437921,85.6878572518395,8.74893369195253,TRUE
"Student 145",79.5570703423568,100,-20.4429296576432,FALSE
"Student 146",91.3869552983519,91.4902089239348,-0.103253625582951,FALSE
"Student 147",82.8914728422285,88.4910664832764,-5.59959364104795,FALSE
"Student 148",99.7042775877834,73.640971665724,26.0633059220594,TRUE
"Student 149",91.5469305246255,95.318843850303,-3.77191332567752,FALSE
"Student 150",100,100,0,FALSE
"Student 151",75.7704488156675,68.2320161337612,7.53843268190634,TRUE
"Student 152",97.2037659635257,75.1441536265342,22.0596123369915,TRUE
"Student 153",74.4888318147481,69.0892411497578,5.3995906649903,TRUE
"Student 154",98.1867423546004,75.9752111373822,22.2115312172181,TRUE
"Student 155",100,76.2351446900005,23.7648553099995,TRUE
"Student 156",74.6225263633475,74.3947484230861,0.227777940261404,TRUE
"Student 157",82.6450322078523,74.4637197853698,8.18131242248252,TRUE
"Student 158",77.4687006603379,64.4761677159958,12.9925329443421,TRUE
"Student 159",83.0984333424112,95.1124563881129,-12.0140230457017,FALSE
"Student 160",87.3237557161931,80.2326694573437,7.09108625884937,TRUE
"Student 161",80.630809410387,96.1449220250255,-15.5141126146385,FALSE
"Student 162",92.4583638192315,73.0128708181994,19.445493001032,TRUE
"Student 163",96.1937660706516,97.9344473022434,-1.74068123159185,FALSE
"Student 164",86.3341231640502,78.2437738413639,8.09034932268638,TRUE
"Student 165",89.8064158976958,88.0208195417529,1.7855963559429,TRUE
"Student 166",81.5821163522999,69.238478135447,12.343638216853,TRUE
"Student 167",100,70.9792885936913,29.0207114063087,TRUE
"Student 168",80.5087152969432,84.8879551132106,-4.37923981626743,FALSE
"Student 169",100,83.6243368466446,16.3756631533554,TRUE
"Student 170",72.7652245471559,100,-27.2347754528441,FALSE
"Student 171",74.7445869904597,88.3989732548126,-13.6543862643529,FALSE
"Student 172",91.6975824535691,90.7311537359285,0.966428717640611,TRUE
"Student 173",83.4616304428055,90.8771065368206,-7.41547609401508,FALSE
"Student 174",99.1729363710536,72.2973151774523,26.8756211936013,TRUE
"Student 175",88.9188442910235,75.8861320000259,13.0327122909976,TRUE
"Student 176",83.141815305122,86.9400883292935,-3.79827302417145,FALSE
"Student 177",80.5185336323179,83.3688346154205,-2.85030098310257,FALSE
"Student 178",100,79.5700704046367,20.4299295953633,TRUE
"Student 179",81.3438869725437,80.7261658380984,0.617721134445304,TRUE
"Student 180",80.6681058563413,100,-19.3318941436587,FALSE
"Student 181",88.5664762697792,81.24988369841,7.31659257136916,TRUE
"Student 182",79.8564126456958,82.8478086849865,-2.99139603929066,FALSE
"Student 183",95.438535907119,77.7976883245794,17.6408475825396,TRUE
"Student 184",87.5061315109563,100,-12.4938684890437,FALSE
"Student 185",100,75.4744764494287,24.5255235505713,TRUE
"Student 186",83.8976180039293,97.5622257596951,-13.6646077557658,FALSE
"Student 187",62.2427124962727,84.1451433556653,-21.9024308593927,FALSE
"Student 188",97.5160530983463,83.246671404883,14.2693816934632,TRUE
"Student 189",77.477287898932,73.4909578462987,3.98633005263335,TRUE
"Student 190",90.8403718742346,94.5128461269141,-3.67247425267945,FALSE
"Student 191",91.4870699871245,100,-8.51293001287554,FALSE
"Student 192",80.1140944651604,60.1418472091084,19.972247256052,TRUE
"Student 193",82.8094806323881,77.7705421832788,5.03893844910931,TRUE
"Student 194",88.6645636702507,86.751784992955,1.91277867729571,TRUE
"Student 195",88.24656292666,100,-11.75343707334,FALSE
"Student 196",100,100,0,FALSE
"Student 197",87.9072084047529,97.9400115737848,-10.032803169032,FALSE
"Student 198",84.6619685914949,81.6787197957878,2.98324879570708,TRUE
"Student 199",92.9753926864892,100,-7.02460731351078,FALSE
"Student 200",75.7091259025977,91.9101120523506,-16.2009861497529,FALSE
"Student 201",97.6909967162975,99.0603400361377,-1.36934331984011,FALSE
"Student 202",87.6802721505116,83.3135417113537,4.36673043915786,TRUE
"Student 203",71.56917421416,89.3423439608095,-17.7731697466496,FALSE
"Student 204",72.5645283014399,100,-27.4354716985601,FALSE
"Student 205",85.117843384519,99.9962722465535,-14.8784288620344,FALSE
"Student 206",86.0395364506168,95.9446136975019,-9.9050772468851,FALSE
"Student 207",82.5249815941096,88.359919999638,-5.83493840552836,FALSE
"Student 208",85.3161842092651,100,-14.6838157907349,FALSE
"Student 209",98.2164020007377,62.3363626979867,35.8800393027511,TRUE
"Student 210",90.9394975932019,74.9563394614497,15.9831581317522,TRUE
"Student 211",87.5970368647474,78.3161739650999,9.28086289964745,TRUE
"Student 212",75.124282325271,97.1104012880121,-21.9861189627411,FALSE
"Student 213",83.7891364666975,93.4670347923313,-9.67789832563379,FALSE
"Student 214",93.2559958705962,82.1562246071423,11.0997712634538,TRUE
"Student 215",100,100,0,FALSE
"Student 216",89.7822989850662,100,-10.2177010149338,FALSE
"Student 217",69.9515758701412,75.3144595035637,-5.36288363342241,FALSE
"Student 218",81.0175939210809,93.7110584250337,-12.6934645039529,FALSE
"Student 219",88.5897578149392,80.8171163723976,7.77264144254158,TRUE
"Student 220",60.6986232156725,89.7760715879949,-29.0774483723225,FALSE
"Student 221",83.7124343227281,97.3477299570924,-13.6352956343643,FALSE
"Student 222",93.0789668790466,82.2501305245666,10.82883635448,TRUE
"Student 223",98.6986627937528,75.9304279026408,22.768234891112,TRUE
"Student 224",88.9445693668647,76.2650963578273,12.6794730090374,TRUE
"Student 225",90.1032070849038,73.7862142387001,16.3169928462037,TRUE
"Student 226",88.9191888816749,68.3914884582519,20.527700423423,TRUE
"Student 227",86.8469810422069,81.9399520643072,4.90702897789978,TRUE
"Student 228",95.5574190225687,77.0924717781129,18.4649472444558,TRUE
"Student 229",90.7725344516472,84.4440131511554,6.32852130049179,TRUE
"Student 230",94.8588010824674,83.9625421504505,10.8962589320169,TRUE
"Student 231",90.6625685728806,73.6643615227475,16.998207050133,TRUE
"Student 232",84.9520788657956,90.4125739865943,-5.46049512079875,FALSE
"Student 233",88.0064946928773,88.7276740636572,-0.721179370779907,FALSE
"Student 234",86.5070305534739,74.0733323905154,12.4336981629585,TRUE
"Student 235",100,89.7475747361939,10.2524252638061,TRUE
"Student 236",100,88.7849083143713,11.2150916856287,TRUE
"Student 237",74.5819717641317,100,-25.4180282358683,FALSE
"Student 238",96.4674066593276,85.0036412367605,11.4637654225672,TRUE
"Student 239",81.5634176599874,66.8344307834192,14.7289868765682,TRUE
"Student 240",97.7833135833178,95.4601605110574,2.32315307226037,TRUE
"Student 241",83.5685942304912,67.9955106388409,15.5730835916504,TRUE
"Student 242",86.642528828734,78.990573958227,7.65195487050701,TRUE
"Student 243",85.1871630932238,84.7715576080173,0.415605485206513,TRUE
"Student 244",82.47117878766,89.9213068783349,-7.45012809067489,FALSE
"Student 245",75.4337024132276,65.1715853670155,10.262117046212,TRUE
"Student 246",90.6937249021571,98.1586730546298,-7.46494815247274,FALSE
"Student 247",91.7532980273518,100,-8.2467019726482,FALSE
"Student 248",85.9237297487717,72.1601660975954,13.7635636511764,TRUE
"Student 249",67.4778062272948,96.7034637669197,-29.2256575396249,FALSE
"Student 250",94.6272965808661,98.8996573591899,-4.27236077832377,FALSE
"Student 251",91.6302421969192,68.2475228345831,23.3827193623361,TRUE
"Student 252",82.6620411666158,77.2233783123273,5.43866285428844,TRUE
"Student 253",88.6939971266552,85.4081846830233,3.28581244363191,TRUE
"Student 254",100,89.8040406133152,10.1959593866848,TRUE
"Student 255",87.9489119698831,82.784102946506,5.16480902337707,TRUE
"Student 256",100,63.7787448205985,36.2212551794015,TRUE
"Student 257",100,80.7109314235573,19.2890685764427,TRUE
"Student 258",94.6857063623862,62.0743134074752,32.611392954911,TRUE
"Student 259",96.0845176340712,87.1771397217813,8.90737791228996,TRUE
"Student 260",100,90.3838518625786,9.61614813742142,TRUE
"Student 261",77.1220482887094,100,-22.8779517112906,FALSE
"Student 262",91.0514987739872,84.5900589231635,6.46143985082371,TRUE
"Student 263",96.1654137467693,78.4455289721565,17.7198847746127,TRUE
"Student 264",69.2810932154348,100,-30.7189067845652,FALSE
"Student 265",76.498920602238,77.1393733862091,-0.640452783971071,FALSE
"Student 266",89.4054796596758,69.1880146232156,20.2174650364603,TRUE
"Student 267",73.3875819037316,97.0963858752991,-23.7088039715675,FALSE
"Student 268",73.8724756816173,83.7735220508568,-9.90104636923949,FALSE
"Student 269",94.8666817207007,83.2264153169955,11.6402664037052,TRUE
"Student 270",99.2946056027909,94.9794203853122,4.31518521747876,TRUE
"Student 271",89.8479642723902,77.1543086958805,12.6936555765097,TRUE
"Student 272",93.8499585764302,90.9394777159622,2.91048086046798,TRUE
"Student 273",92.3494349678711,97.2214376586454,-4.87200269077437,FALSE
"Student 274",99.126517540002,95.8566122469774,3.26990529302455,TRUE
"Student 275",100,100,0,FALSE
"Student 276",76.1414289232632,68.34943182633,7.79199709693324,TRUE
"Student 277",84.4087173307894,78.303507487452,6.10520984333745,TRUE
"Student 278",92.0427471509673,70.2698556614993,21.772891489468,TRUE
"Student 279",81.5996582813201,94.1753785091877,-12.5757202278676,FALSE
"Student 280",82.3201272556437,89.6820672996353,-7.36194004399158,FALSE
"Student 281",78.0294219136561,100,-21.9705780863439,FALSE
"Student 282",95.0991847461698,81.3105573765421,13.7886273696277,TRUE
"Student 283",100,100,0,FALSE
"Student 284",91.8130396823705,98.4706563277793,-6.65761664540881,FALSE
"Student 285",100,88.7230847574695,11.2769152425305,TRUE
"Student 286",74.007203619963,77.8720952447252,-3.86489162476219,FALSE
"Student 287",98.0528777691195,91.8759359727078,6.17694179641174,TRUE
"Student 288",74.1094480227005,92.4784045575264,-18.3689565348259,FALSE
"Student 289",83.7468626838471,89.3675335151054,-5.62067083125837,FALSE
"Student 290",100,88.2727084011289,11.7272915988711,TRUE
"Student 291",77.7941074854562,73.3773104592607,4.41679702619554,TRUE
"Student 292",100,83.4515776598761,16.5484223401239,TRUE
"Student 293",78.6519136049604,89.1326889518803,-10.48077534692,FALSE
"Student 294",95.5138462726407,64.2302744121947,31.283571860446,TRUE
"Student 295",99.0103523506646,87.9275395375948,11.0828128130699,TRUE
"Student 296",100,68.9249574962575,31.0750425037425,TRUE
"Student 297",88.9371393957369,72.1126243951758,16.8245150005611,TRUE
"Student 298",74.1861929589456,77.3430957893592,-3.15690283041357,FALSE
"Student 299",97.1870154026199,58.423072689806,38.763942712814,TRUE
"Student 300",84.5882979938029,85.4561618886469,-0.867863894844064,FALSE
"Student 301",93.7848184742335,73.199907284719,20.5849111895145,TRUE
"Student 302",85.9068584458819,85.3287714598765,0.578086986005403,TRUE
"Student 303",67.7604307209141,63.2653346922238,4.49509602869032,TRUE
"Student 304",100,95.5143373394454,4.48566266055458,TRUE
"Student 305",71.1912259617754,95.6088342100175,-24.4176082482421,FALSE
"Student 306",79.7723347847877,100,-20.2276652152123,FALSE
"Student 307",74.895807632515,90.9975203574205,-16.1017127249055,FALSE
"Student 308",90.2576363000701,80.9080659766189,9.34957032345125,TRUE
"Student 309",81.8555489488522,83.3787065022501,-1.52315755339792,FALSE
"Student 310",87.8489290424593,86.6097055761294,1.23922346632992,TRUE
"Student 311",85.1464937601018,75.4925388766873,9.65395488341441,TRUE
"Student 312",86.4727369521325,70.2624052152913,16.2103317368411,TRUE
"Student 313",98.2974636310159,56.0324743332154,42.2649892978005,TRUE
"Student 314",95.0284280874899,73.3429253761213,21.6855027113686,TRUE
"Student 315",76.6097717643397,94.2531161919425,-17.6433444276028,FALSE
"Student 316",88.1119478015314,99.7488016270503,-11.6368538255188,FALSE
"Student 317",85.1565854719344,74.3469852948003,10.8096001771341,TRUE
"Student 318",75.5870125984344,80.1626847622518,-4.5756721638174,FALSE
"Student 319",78.5203038896719,88.6948620049176,-10.1745581152457,FALSE
"Student 320",80.2108391428741,83.9924746283504,-3.78163548547633,FALSE
"Student 321",87.6643751237944,77.9185066650019,9.74586845879254,TRUE
"Student 322",85.0838193568735,100,-14.9161806431265,FALSE
"Student 323",84.9229438193743,80.7827419745314,4.14020184484282,TRUE
"Student 324",81.053954925215,91.8193988110084,-10.7654438857934,FALSE
"Student 325",85.0000245852683,76.0924769918176,8.90754759345067,TRUE
"Student 326",88.8763980102877,98.6257678935614,-9.7493698832737,FALSE
"Student 327",90.0886281794179,79.49202239984,10.5966057795779,TRUE
"Student 328",75.3344472413365,66.8384764143571,8.49597082697943,TRUE
"Student 329",100,81.9884865901739,18.0115134098261,TRUE
"Student 330",82.6404329971726,96.1695753448786,-13.529142347706,FALSE
"Student 331",86.3978734159992,88.4759267268892,-2.07805331088993,FALSE
"Student 332",94.0344837446976,84.1008234132647,9.93366033143293,TRUE
"Student 333",85.664615746743,79.470266909423,6.19434883732001,TRUE
"Student 334",86.9800643070439,73.6400111507831,13.3400531562608,TRUE
"Student 335",98.5832755009029,73.8688584678531,24.7144170330498,TRUE
"Student 336",95.5017367626099,80.8790641278419,14.622672634768,TRUE
"Student 337",92.2450810456934,90.3866223309559,1.85845871473749,TRUE
"Student 338",89.1519259679193,89.1126041773483,0.039321790571023,TRUE
"Student 339",93.7828359190182,87.3489753640524,6.43386055496579,TRUE
"Student 340",79.8250997660905,97.2212233306598,-17.3961235645693,FALSE
"Student 341",85.9119657498743,84.8285523233438,1.08341342653053,TRUE
"Student 342",100,81.7562552819705,18.2437447180295,TRUE
"Student 343",82.3073085218006,81.3262261447715,0.981082377029082,TRUE
"Student 344",93.3206539514194,98.8045122499403,-5.48385829852089,FALSE
"Student 345",99.7132014974312,76.7985532474802,22.914648249951,TRUE
"Student 346",94.6465056646026,82.5408827105169,12.1056229540856,TRUE
"Student 347",94.8333093758808,90.7174980301958,4.11581134568499,TRUE
"Student 348",100,63.2182274458374,36.7817725541626,TRUE
"Student 349",94.2580719254925,72.3337890093266,21.9242829161659,TRUE
"Student 350",94.7656261638243,77.3957715479761,17.3698546158482,TRUE
"Student 351",89.2403216207258,91.5710682081096,-2.33074658738389,FALSE
"Student 352",78.541902767265,73.1544546228581,5.38744814440687,TRUE
"Student 353",92.1035849016795,100,-7.89641509832049,FALSE
"Student 354",85.1456480476665,100,-14.8543519523335,FALSE
"Student 355",89.2654628223581,95.1360269987765,-5.87056417641843,FALSE
"Student 356",94.9885871130303,57.7107105775971,37.2778765354333,TRUE
"Student 357",98.3868168884811,81.2054698597227,17.1813470287584,TRUE
"Student 358",97.2946107140357,100,-2.70538928596426,FALSE
"Student 359",78.3340470864572,66.0778626790812,12.256184407376,TRUE
"Student 360",76.1370247163997,100,-23.8629752836003,FALSE
"Student 361",98.454269534074,83.2211610089051,15.2331085251688,TRUE
"Student 362",99.0348606267537,78.8228635715723,20.2119970551814,TRUE
"Student 363",87.0120177300448,88.2534648625847,-1.24144713253995,FALSE
"Student 364",76.0936829338362,82.0752822015087,-5.98159926767254,FALSE
"Student 365",78.9429433895954,94.3975989473326,-15.4546555577372,FALSE
"Student 366",87.8330628006847,90.9046183216117,-3.07155552092701,FALSE
"Student 367",78.1261279652847,77.5732000796914,0.552927885593348,TRUE
"Student 368",95.142013886861,96.5251990177208,-1.38318513085984,FALSE
"Student 369",82.2119045553541,86.6076764104005,-4.39577185504638,FALSE
"Student 370",84.6585863375949,85.3694862004116,-0.710899862816703,FALSE
"Student 371",74.5656839382628,72.2991266984138,2.26655723984898,TRUE
"Student 372",97.9265305873897,73.967720997861,23.9588095895287,TRUE
"Student 373",91.3034749239234,94.1102596877924,-2.80678476386898,FALSE
"Student 374",85.5135724480562,88.1058135760894,-2.59224112803318,FALSE
"Student 375",97.8659117934127,100,-2.13408820658728,FALSE
"Student 376",71.5621292910807,83.1607816079174,-11.5986523168367,FALSE
"Student 377",88.1032657332396,74.2535920968963,13.8496736363433,TRUE
"Student 378",84.5464284513024,69.1569002548435,15.3895281964588,TRUE
"Student 379",84.0406949796707,80.4498309689102,3.59086401076044,TRUE
"Student 380",89.3587250798659,83.3582666690731,6.00045841079277,TRUE
"Student 381",96.8587212177843,94.6545286768594,2.20419254092495,TRUE
"Student 382",88.2621979450162,92.3945444810596,-4.13234653604343,FALSE
"Student 383",95.73534189719,100,-4.26465810281002,FALSE
"Student 384",92.7748754522771,75.1223576456083,17.6525178066687,TRUE
"Student 385",94.916802825292,59.6894055636427,35.2273972616493,TRUE
"Student 386",79.0026183471473,95.1427410065579,-16.1401226594106,FALSE
"Student 387",92.6764495718399,98.3659965764015,-5.68954700456158,FALSE
"Student 388",96.1559520466104,100,-3.84404795338961,FALSE
"Student 389",88.0237092435693,90.4603267047781,-2.43661746120881,FALSE
"Student 390",83.6637043211884,90.7882329781324,-7.12452865694391,FALSE
"Student 391",78.3954322016353,97.5459597712822,-19.1505275696469,FALSE
"Student 392",87.1743009945886,89.206026518348,-2.03172552375943,FALSE
"Student 393",79.5498947983991,87.8155379728312,-8.26564317443207,FALSE
"Student 394",92.1207027025805,61.575071355775,30.5456313468055,TRUE
"Student 395",91.098832596258,100,-8.90116740374195,FALSE
"Student 396",97.2015957374755,80.5873968450274,16.614198892448,TRUE
"Student 397",82.8195013481195,77.8614134346315,4.95808791348801,TRUE
"Student 398",84.9942073242777,97.3002424386552,-12.3060351143775,FALSE
"Student 399",99.0703839458953,93.2762686300833,5.79411531581198,TRUE
"Student 400",92.3616320126906,85.8491845528934,6.51244745979726,TRUE
"Student 401",84.8706276378226,72.2548127944463,12.6158148433762,TRUE
"Student 402",79.8444501481694,63.8923450610231,15.9521050871462,TRUE
"Student 403",90.6338551948609,100,-9.36614480513913,FALSE
"Student 404",100,83.7907985399624,16.2092014600376,TRUE
"Student 405",93.3957752265345,90.7144623360897,2.68131289044476,TRUE
"Student 406",96.9742885841858,78.6654550326047,18.3088335515811,TRUE
"Student 407",97.9212043544128,73.7330722280824,24.1881321263304,TRUE
"Student 408",100,75.8944957599662,24.1055042400338,TRUE
"Student 409",100,88.007707017851,11.992292982149,TRUE
"Student 410",90.1691151501255,76.8314000998793,13.3377150502463,TRUE
"Student 411",99.7655426254176,92.039660205343,7.72588242007467,TRUE
